api_id,EFI vs Manual,EFI_Indicator_ID,CLIAR_ID,var_api,Indicator,variable,var_level,family_var,family_name,Status,Included in new version,Benchmarked CTF,new_family_name,reason for change,data_source,processing,description,To Invert,source,data_EFI_ID,version,FLAGGED,Check Source Result
,Manual,,VDEM_CORE_v2xlg_legcon,Legislative constraints on the executive index,Legislative constraints on the executive index,v2xlg_legcon,indicator,,Political ,New addition,Yes,Yes,Political Institutions,Have a more robust legislative angle,,,"To what extent is the legislature and government agencies (e.g., comptroller general, general prosecutor, or ombudsman) capable of questioning, investigating, and exercising oversight over the executive?",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,
41162,EFI,WB.PEFA.PI-2016-18,WB_PEFA_PI_2016-18,Legislative scrutiny of budgets,Legislative scrutiny of budgets,pefa_legislative,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,API,,"This indicator assesses the nature and extent of legislative scrutiny of the annual budget. It considers the extent to which the legislature scrutinizes, debates, and approves the annual budget, including the extent to which the legislature’s procedures for scrutiny are well established and adhered to. The indicator also assesses the existence of rules for in-year amendments to the budget without ex-ante approval by the legislature.",,Public Expenditure Financial Accountability,WB.PEFA,GBID 1.0,,
,Manual,,VDEM_CORE_v2lgfemleg,Lower chamber female legislator,Lower chamber female legislator,v2lgfemleg,indicator,vars_pol,Political ,Removed,No,N/A,(removed),Replaced by other gender focused indicators as the indicator risks being non-monotonic.,,,What percentage (%) of the lower (or unicameral) chamber of the legislature is female?,,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
,Manual,,VDEM_CORE_v2lgqugen,Lower chamber gender quota,Lower chamber gender quota,v2lgqugen,indicator,vars_pol,Political ,Maintained,Yes,Yes,Political Institutions,,original,,0 represents countries with no national level gender quota and 4 represents countries where there are reserved seats in the legislature for women.,,"V-Dem, Variety of Democracy database",VDEM.CORE,GBID 1.0,,
,Manual,,VDEM_CORE_v2juncind,Lower court independence,Lower court independence,,indicator,,Justice ,New addition,Yes,Yes,Justice Institutions,,,,"When judges not on the high court are ruling in cases that are salient to the government, how often would you say that their decisions merely reflect government wishes regardless of their sincere view of the legal record? Responses: 0: Always. 1: Usually. 2: About half of the time. 3: Seldom. 4: Never.",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,
,EFI,WB.PEFA.PI-2016-14,WB_PEFA_PI-2016-14,PEFA: PI-14 Macroeconomic and fiscal forecasting,Macroeconomic and fiscal forecasting,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,"The ability of a country to develop robust macroeconomic and fiscal forecasts, which are crucial to developing a sustainable fiscal strategy and ensuring greater predictability of budget allocations.",,Public Expenditure Financial Accountability,WB.PEFA,,,
,Manual,,WDI_NVINDMANFZS,"Manufacturing, value added (% of GDP)","Manufacturing, value added (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Manufacturing refers to industries belonging to ISIC divisions 15-37. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 3. Note: For VAB countries, gross value added at factor cost is used as the denominator.",,WDI,,,,
,EFI,WB.PEFA.PI-2016-16,WB_PEFA_PI-2016-16,PEFA: PI-16 Medium term perspective in expenditure budgeting,Medium term perspective in expenditure budgeting,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,The extent to which expenditure budgets are developed for the medium term within explicit medium-term budget expenditure ceilings. It also examines the extent to which annual budgets are derived from medium-term estimates and the degree of alignment between medium-term budget estimates and strategic plans.,,Public Expenditure Financial Accountability,WB.PEFA,,,
,Manual,,WDI_MSMILXPNDGDZS,Military expenditure (% of GDP),Military expenditure (% of GDP),,indicator,,,New addition,Yes,No,(other indicators),,,,"Military expenditures data from SIPRI are derived from the NATO definition, which includes all current and capital expenditures on the armed forces, including peacekeeping forces; defense ministries and other government agencies engaged in defense projects; paramilitary forces, if these are judged to be trained and equipped for military operations; and military space activities. Such expenditures include military and civil personnel, including retirement pensions of military personnel and social services for personnel; operation and maintenance; procurement; military research and development; and military aid (in the military expenditures of the donor country). Excluded are civil defense and current expenditures for previous military activities, such as for veterans' benefits, demobilization, conversion, and destruction of weapons. This definition cannot be applied for all countries, however, since that would require much more detailed information than is available about what is included in military budgets and off-budget military expenditure items. (For example, military budgets might or might not cover civil defense, reserves and auxiliary forces, police and paramilitary forces, dual-purpose forces such as military and civilian police, military grants in kind, pensions for military personnel, and social security contributions paid by one part of government to another.)",,WDI,,,,
,Manual,,WDI_NYGDPMINRRTZS,Mineral rents (% of GDP),Mineral rents (% of GDP),,indicator,,,New addition,Yes,No,(other indicators),,,,"Mineral rents are the difference between the value of production for a stock of minerals at world prices and their total costs of production. Minerals included in the calculation are tin, gold, lead, zinc, iron, copper, nickel, silver, bauxite, and phosphate.",,WDI,,,,
,Manual,,RISE_EE_7,Minimum energy efficiency performance standards,Minimum energy efficiency performance standards,,indicator,,,New addition,Yes,Yes,Climate Change and Environment Institutions,,,,"This indicator is created by weighing this sub-indicator: Have minimum energy performance standards been adopted for refrigerators, HVAC, lighting equipment, industrial equipment, industrial electric motors, other industrial equipment and/or domestic appliances, and light vehicles",,RISE,N/A,,,
,,,,Minimum to mean wage ratio,Minimum to mean wage ratio,minimum_wage_ratio,indicator,vars_lab,Labor market ,Removed,No,N/A,(removed),this is not monotonic and therfeore harder to score,original,,Ratio of minimum to mean wages.,,ILO,,GBID 1.0,,
,EFI,BS.BTI.Q8.1 ,BS_BTI_Q8_1 ,Bertelsmann Transformation Index: Monetary stability,Monetary stability,,indicator,,,New addition,Yes,Yes,Public Financial Management Institutions,,,,To what extent does the monetary authority pursue and communicate a consistent monetary stabilization policy? ,,Bertelsmann Transformation Index,BS.BTI,,,
41129,EFI,WB.PEFA.PI-2016-10.1,WB_PEFA_PI-2016-10_1,Monitoring of Public Corporations,Monitoring of Public Corporations,pefa_monitoring,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,SOE Corporate Governance,,API,,Monitoring of public corporations. This is part of PI-10,,Public Expenditure Financial Accountability,WB.PEFA,GBID 2.0,,
,Manual,,WDI_DTTDSMLATPGZS,Multilateral debt service (% of public and publicly guaranteed debt service),Multilateral debt service (% of public and publicly guaranteed debt service),,indicator,,,New addition,Yes,No,(other indicators),,,,"Multilateral debt service is the repayment of principal and interest to the World Bank, regional development banks, and other multilateral agencies. public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity.",,WDI,,,,
